etc_id,H_index
0.0,11.488189060422343
1.0,10.595783590948322
2.0,30.048420358826682
3.0,3.248627941332396
4.0,18.851289740545752
5.0,1.7154078791064022
6.0,20.313157606938063
7.0,18.832406408571316
8.0,2.499347754588931
9.0,1.7300505584663333
10.0,3.2706666231525303
11.0,1.6967635991124494
12.0,9.7496915741586
13.0,19.817617597376223
14.0,12.163181370021189
15.0,19.636487523283368
16.0,21.109658100245877
17.0,10.670254983900055
18.0,3.2733676892887207
19.0,18.782482165414145
20.0,10.721414773312212
21.0,20.524350713027456
22.0,27.559811953067044
23.0,19.991518699243098
24.0,2.468642336927723
25.0,4.072293679204386
26.0,19.8363307118081
27.0,28.591211023077534
28.0,11.707621059629727
29.0,28.929486971391437
30.0,2.472733727575648
31.0,1.6972816059112295
32.0,27.933975073624023
33.0,19.44500120402433
34.0,4.1277289176302165
35.0,1.0321813158468245
36.0,20.414118310748044
37.0,20.62139604114404
38.0,18.95398726467404
39.0,30.059999560333534
40.0,1.709049542087546
41.0,19.370622615329466
42.0,27.524622988944117
43.0,9.770903725757579
44.0,19.945096461552726
45.0,10.658054552503579
46.0,20.1484447327632
47.0,9.88573907021087
48.0,11.564541808249174
49.0,10.703745563903606
50.0,11.4922947703402
51.0,10.599890159767963
52.0,2.4703828453609957
53.0,9.79271379247069
54.0,19.015621575544007
55.0,10.631182784853516
56.0,21.12310047127734
57.0,18.736885015391962
58.0,1.7222950181854912
59.0,37.18878237268521
60.0,2.479291453968538
61.0,11.501407070312684
62.0,28.760315675283874
63.0,37.42268930515176
64.0,11.651582420162368
65.0,1.6969612964680716
66.0,11.271123064152606
67.0,1.7081391251645852
68.0,10.379414565198209
69.0,11.202287810789699
70.0,1.0315737310637154
71.0,12.482173056221878
72.0,11.383347698707409
73.0,1.7175449514831078
74.0,2.48272067287306
75.0,10.636110137443902
76.0,1.0355017633758683
77.0,10.002102582922369
78.0,19.53826625333173
79.0,2.506697544077882
80.0,10.549383520665206
81.0,29.554023643578297
82.0,4.062104995857013
83.0,9.66653416789854
84.0,11.524547653813617
85.0,19.17371647445934
86.0,3.3063898446338116
87.0,1.7226894122845022
88.0,10.9427218788742
89.0,19.587544454077197
90.0,11.316943568532206
91.0,9.749799541838968
92.0,12.95231226432568
93.0,2.504860078842641
94.0,2.4646757232253167
95.0,3.3024575778681595
96.0,2.5198007740220745
97.0,1.7130676077060225
98.0,2.450930931173714
99.0,1.0334098682725208
